Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> Dual annealing: 30 positions, 2400s iters, qv=2.62, max_swaps=8, local=[SA { initial_temp: 0.001, final_temp: 1e-7, iterations: 1000 }, Greedy]

  iter 1 | restarts: 0 | current: -1.56T | best: -1.56T | 1.1/s | 0.9s   
  iter 7 | restarts: 0 | current: -1.54T | best: -1.46T | 5.0/s | 1.4s   
  iter 8 | restarts: 0 | current: -1.27T | best: -1.27T | 4.1/s | 1.9s   
  iter 15 | restarts: 0 | current: -1.39T | best: -1.27T | 6.0/s | 2.5s   
  iter 16 | restarts: 0 | current: -1.19T | best: -1.19T | 3.7/s | 4.3s   
  iter 19 | restarts: 0 | current: -1.19T | best: -1.16T | 3.7/s | 5.2s   
  iter 21 | restarts: 0 | current: -1.27T | best: -1.16T | 3.7/s | 5.7s   
  iter 25 | restarts: 0 | current: -1.19T | best: -1.16T | 3.3/s | 7.5s   
  iter 30 | restarts: 0 | current: -1.44T | best: -1.16T | 3.7/s | 8.1s   
  iter 34 | restarts: 0 | current: -1.16T | best: -1.16T | 3.4/s | 9.9s   
  iter 36 | restarts: 0 | current: -1.14T | best: -1.14T | 3.3/s | 11.0s   
  iter 38 | restarts: 0 | current: -1.13T | best: -1.13T | 3.2/s | 11.7s   
  iter 41 | restarts: 0 | current: -1.51T | best: -1.13T | 3.4/s | 12.2s   
  iter 45 | restarts: 0 | current: -1.19T | best: -1.13T | 3.2/s | 14.2s   
  iter 47 | restarts: 0 | current: -1.13T | best: -1.13T | 3.2/s | 14.8s   
  iter 48 | restarts: 0 | current: -1.16T | best: -1.13T | 3.1/s | 15.4s   
  iter 50 | restarts: 0 | current: -1.16T | best: -1.13T | 3.0/s | 16.5s   
  iter 53 | restarts: 0 | current: -1.28T | best: -1.13T | 3.0/s | 17.9s   
  iter 58 | restarts: 0 | current: -1.35T | best: -1.13T | 3.1/s | 18.8s   
  iter 60 | restarts: 0 | current: -1.25T | best: -1.13T | 3.1/s | 19.7s   
  iter 62 | restarts: 0 | current: -1.23T | best: -1.13T | 3.0/s | 20.7s   
  iter 64 | restarts: 0 | current: -1.43T | best: -1.13T | 2.9/s | 21.7s   
  iter 67 | restarts: 0 | current: -1.30T | best: -1.13T | 2.9/s | 23.5s   
  iter 70 | restarts: 0 | current: -1.29T | best: -1.13T | 2.8/s | 24.7s   
  iter 71 | restarts: 0 | current: -1.20T | best: -1.13T | 2.8/s | 25.3s   
  iter 75 | restarts: 0 | current: -1.28T | best: -1.13T | 2.8/s | 26.7s   
  iter 76 | restarts: 0 | current: -1.31T | best: -1.13T | 2.8/s | 27.6s   
  iter 78 | restarts: 0 | current: -1.27T | best: -1.13T | 2.8/s | 28.2s   
  iter 80 | restarts: 0 | current: -1.26T | best: -1.13T | 2.7/s | 29.7s   
  iter 83 | restarts: 0 | current: -1.32T | best: -1.13T | 2.7/s | 30.9s   
  iter 84 | restarts: 0 | current: -1.33T | best: -1.13T | 2.7/s | 31.4s   
  iter 87 | restarts: 0 | current: -1.60T | best: -1.13T | 2.7/s | 32.3s   
  iter 88 | restarts: 0 | current: -1.31T | best: -1.13T | 2.7/s | 33.0s   
  iter 91 | restarts: 0 | current: -1.42T | best: -1.13T | 2.7/s | 34.2s   
  iter 93 | restarts: 0 | current: -1.26T | best: -1.13T | 2.6/s | 35.3s   
  iter 95 | restarts: 0 | current: -1.26T | best: -1.13T | 2.6/s | 35.9s   
  iter 96 | restarts: 0 | current: -1.24T | best: -1.13T | 2.5/s | 37.7s   
  iter 97 | restarts: 0 | current: -1.24T | best: -1.13T | 2.5/s | 38.5s   
  iter 99 | restarts: 0 | current: -1.23T | best: -1.13T | 2.5/s | 39.8s   
  iter 103 | restarts: 0 | current: -1.27T | best: -1.13T | 2.5/s | 41.2s   
  iter 105 | restarts: 0 | current: -1.37T | best: -1.13T | 2.5/s | 42.7s   
  iter 107 | restarts: 0 | current: -1.26T | best: -1.13T | 2.5/s | 43.4s   
  iter 109 | restarts: 0 | current: -1.26T | best: -1.13T | 2.4/s | 44.9s   
  iter 110 | restarts: 0 | current: -1.28T | best: -1.13T | 2.4/s | 45.5s   
  iter 111 | restarts: 0 | current: -1.23T | best: -1.13T | 2.4/s | 46.0s   
  iter 115 | restarts: 0 | current: -1.26T | best: -1.13T | 2.4/s | 47.2s   
  iter 117 | restarts: 0 | current: -1.24T | best: -1.13T | 2.5/s | 47.7s   
  iter 120 | restarts: 0 | current: -1.44T | best: -1.13T | 2.5/s | 48.8s   
  iter 124 | restarts: 0 | current: -1.56T | best: -1.13T | 2.5/s | 49.8s   
  iter 126 | restarts: 0 | current: -1.22T | best: -1.13T | 2.5/s | 50.9s   
  iter 129 | restarts: 0 | current: -1.25T | best: -1.13T | 2.5/s | 52.3s   
  iter 131 | restarts: 0 | current: -1.31T | best: -1.13T | 2.5/s | 53.1s   
  iter 132 | restarts: 0 | current: -1.30T | best: -1.13T | 2.5/s | 53.7s   
  iter 138 | restarts: 0 | current: -1.24T | best: -1.13T | 2.5/s | 55.3s   
  iter 141 | restarts: 0 | current: -1.24T | best: -1.13T | 2.5/s | 56.6s   
  iter 142 | restarts: 0 | current: -1.27T | best: -1.13T | 2.5/s | 57.9s   
  iter 145 | restarts: 0 | current: -1.42T | best: -1.13T | 2.5/s | 58.4s   
  iter 146 | restarts: 0 | current: -1.15T | best: -1.13T | 2.5/s | 59.5s   
  iter 148 | restarts: 0 | current: -1.18T | best: -1.13T | 2.4/s | 60.7s   
  iter 150 | restarts: 0 | current: -1.17T | best: -1.13T | 2.4/s | 61.7s   
  iter 153 | restarts: 0 | current: -1.18T | best: -1.13T | 2.4/s | 62.5s   
  iter 154 | restarts: 0 | current: -1.23T | best: -1.13T | 2.4/s | 63.1s   
  iter 156 | restarts: 0 | current: -1.30T | best: -1.13T | 2.4/s | 63.8s   
  iter 158 | restarts: 0 | current: -1.20T | best: -1.13T | 2.4/s | 65.2s   
  iter 159 | restarts: 0 | current: -1.20T | best: -1.13T | 2.4/s | 65.9s   
  iter 161 | restarts: 0 | current: -1.20T | best: -1.13T | 2.4/s | 66.6s   
  iter 162 | restarts: 0 | current: -1.15T | best: -1.13T | 2.4/s | 67.1s   
  iter 169 | restarts: 0 | current: -1.32T | best: -1.13T | 2.5/s | 67.7s   
  iter 171 | restarts: 0 | current: -1.22T | best: -1.13T | 2.5/s | 68.2s   
  iter 173 | restarts: 0 | current: -1.23T | best: -1.13T | 2.5/s | 68.8s   
  iter 176 | restarts: 0 | current: -1.22T | best: -1.13T | 2.5/s | 69.9s   
  iter 179 | restarts: 0 | current: -1.29T | best: -1.13T | 2.5/s | 71.3s   
  iter 180 | restarts: 0 | current: -1.32T | best: -1.13T | 2.5/s | 72.0s   
  iter 184 | restarts: 0 | current: -1.33T | best: -1.13T | 2.5/s | 73.8s   
  iter 187 | restarts: 0 | current: -1.44T | best: -1.13T | 2.5/s | 74.4s   
  iter 188 | restarts: 0 | current: -1.27T | best: -1.13T | 2.5/s | 75.3s   
  iter 189 | restarts: 0 | current: -1.18T | best: -1.13T | 2.5/s | 76.4s   
  iter 193 | restarts: 0 | current: -1.19T | best: -1.13T | 2.5/s | 77.1s   
  iter 194 | restarts: 0 | current: -1.17T | best: -1.13T | 2.5/s | 78.7s   
  iter 199 | restarts: 0 | current: -1.43T | best: -1.13T | 2.5/s | 80.3s   
  iter 201 | restarts: 0 | current: -1.40T | best: -1.13T | 2.5/s | 80.8s   
  iter 207 | restarts: 0 | current: -1.19T | best: -1.13T | 2.5/s | 82.6s   
  iter 212 | restarts: 0 | current: -1.40T | best: -1.13T | 2.5/s | 83.5s   
  iter 214 | restarts: 0 | current: -1.39T | best: -1.13T | 2.5/s | 84.2s   
  iter 221 | restarts: 0 | current: -1.23T | best: -1.13T | 2.6/s | 86.1s   
  iter 223 | restarts: 0 | current: -1.22T | best: -1.13T | 2.5/s | 87.6s   
  iter 224 | restarts: 0 | current: -1.22T | best: -1.13T | 2.5/s | 88.3s   
  iter 227 | restarts: 0 | current: -1.25T | best: -1.13T | 2.6/s | 88.9s   
  iter 228 | restarts: 0 | current: -1.25T | best: -1.13T | 2.5/s | 89.5s   
  iter 231 | restarts: 0 | current: -1.27T | best: -1.13T | 2.5/s | 90.6s   
  iter 236 | restarts: 0 | current: -1.35T | best: -1.13T | 2.6/s | 91.1s   
  iter 240 | restarts: 0 | current: -1.26T | best: -1.13T | 2.6/s | 92.3s   
  iter 246 | restarts: 0 | current: -1.55T | best: -1.13T | 2.6/s | 92.9s   
  iter 248 | restarts: 0 | current: -1.19T | best: -1.13T | 2.6/s | 93.7s   
  iter 250 | restarts: 0 | current: -1.20T | best: -1.13T | 2.6/s | 94.4s   
  iter 254 | restarts: 0 | current: -1.16T | best: -1.13T | 2.6/s | 96.1s   
  iter 256 | restarts: 0 | current: -1.16T | best: -1.13T | 2.6/s | 96.9s   
  iter 257 | restarts: 0 | current: -1.16T | best: -1.13T | 2.6/s | 97.5s   
  iter 258 | restarts: 0 | current: -1.23T | best: -1.13T | 2.6/s | 98.2s   
  iter 259 | restarts: 0 | current: -1.21T | best: -1.13T | 2.6/s | 98.8s   
  iter 262 | restarts: 0 | current: -1.20T | best: -1.13T | 2.6/s | 100.3s   
  iter 265 | restarts: 0 | current: -1.25T | best: -1.13T | 2.6/s | 101.1s   
  iter 269 | restarts: 0 | current: -1.21T | best: -1.13T | 2.6/s | 102.3s   
