Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  1.31K rollouts | best: -2.41T | avg: -15.3T | 23 rollouts/s | 55.9s elapsed   
  1.33K rollouts | best: -2.41T | avg: -15.5T | 23 rollouts/s | 56.7s elapsed   
  1.35K rollouts | best: -2.41T | avg: -15.7T | 23 rollouts/s | 57.6s elapsed   
  1.37K rollouts | best: -2.41T | avg: -15.8T | 23 rollouts/s | 58.4s elapsed   
  1.39K rollouts | best: -2.41T | avg: -16.0T | 23 rollouts/s | 59.2s elapsed   
  1.41K rollouts | best: -2.41T | avg: -16.1T | 23 rollouts/s | 60.0s elapsed   
  1.43K rollouts | best: -2.41T | avg: -16.3T | 23 rollouts/s | 60.9s elapsed   
  1.45K rollouts | best: -2.41T | avg: -16.5T | 23 rollouts/s | 61.7s elapsed   
  1.47K rollouts | best: -2.41T | avg: -16.6T | 23 rollouts/s | 62.6s elapsed   
  1.49K rollouts | best: -2.41T | avg: -16.8T | 24 rollouts/s | 63.4s elapsed   
  1.51K rollouts | best: -2.41T | avg: -16.9T | 24 rollouts/s | 64.2s elapsed   
  1.53K rollouts | best: -2.41T | avg: -17.1T | 24 rollouts/s | 65.1s elapsed   
  1.55K rollouts | best: -2.41T | avg: -17.2T | 24 rollouts/s | 65.9s elapsed   
  1.57K rollouts | best: -2.41T | avg: -17.4T | 24 rollouts/s | 66.8s elapsed   
  1.59K rollouts | best: -2.41T | avg: -17.5T | 24 rollouts/s | 67.6s elapsed   
  1.61K rollouts | best: -2.41T | avg: -17.7T | 24 rollouts/s | 68.5s elapsed   
  1.63K rollouts | best: -2.41T | avg: -17.8T | 24 rollouts/s | 69.3s elapsed   
  1.65K rollouts | best: -2.41T | avg: -18.0T | 24 rollouts/s | 70.1s elapsed   
  1.67K rollouts | best: -2.41T | avg: -18.1T | 24 rollouts/s | 71.0s elapsed   
  1.69K rollouts | best: -2.41T | avg: -18.3T | 24 rollouts/s | 71.8s elapsed   
  1.71K rollouts | best: -2.41T | avg: -18.4T | 24 rollouts/s | 72.6s elapsed   
  1.73K rollouts | best: -2.41T | avg: -18.5T | 24 rollouts/s | 73.5s elapsed   
  1.75K rollouts | best: -2.41T | avg: -18.7T | 24 rollouts/s | 74.3s elapsed   
  1.77K rollouts | best: -2.41T | avg: -18.8T | 24 rollouts/s | 75.2s elapsed   
  1.79K rollouts | best: -2.41T | avg: -18.9T | 24 rollouts/s | 76.0s elapsed   
  1.81K rollouts | best: -2.41T | avg: -19.0T | 24 rollouts/s | 76.8s elapsed   
  1.83K rollouts | best: -2.41T | avg: -19.1T | 24 rollouts/s | 77.6s elapsed   
  1.85K rollouts | best: -2.41T | avg: -19.2T | 24 rollouts/s | 78.5s elapsed   
  1.87K rollouts | best: -2.41T | avg: -19.4T | 24 rollouts/s | 79.3s elapsed   
  1.89K rollouts | best: -2.41T | avg: -19.5T | 24 rollouts/s | 80.1s elapsed   
  1.91K rollouts | best: -2.41T | avg: -19.6T | 24 rollouts/s | 80.9s elapsed   
  1.93K rollouts | best: -2.41T | avg: -19.8T | 24 rollouts/s | 81.8s elapsed   
  1.95K rollouts | best: -2.41T | avg: -19.9T | 24 rollouts/s | 82.6s elapsed   
  1.97K rollouts | best: -2.41T | avg: -20.0T | 24 rollouts/s | 83.4s elapsed   
  1.99K rollouts | best: -2.41T | avg: -20.2T | 24 rollouts/s | 84.3s elapsed   
  2.01K rollouts | best: -2.41T | avg: -20.3T | 24 rollouts/s | 85.1s elapsed   
  2.03K rollouts | best: -2.41T | avg: -20.4T | 24 rollouts/s | 85.9s elapsed   
  2.05K rollouts | best: -2.41T | avg: -20.5T | 24 rollouts/s | 86.7s elapsed   
  2.07K rollouts | best: -2.41T | avg: -20.7T | 24 rollouts/s | 87.5s elapsed   
  2.09K rollouts | best: -2.41T | avg: -20.8T | 24 rollouts/s | 88.4s elapsed   
  2.11K rollouts | best: -2.41T | avg: -21.0T | 24 rollouts/s | 89.2s elapsed   
  2.13K rollouts | best: -2.41T | avg: -21.1T | 24 rollouts/s | 90.0s elapsed   
  2.15K rollouts | best: -2.41T | avg: -21.2T | 24 rollouts/s | 90.9s elapsed   
  2.17K rollouts | best: -2.41T | avg: -21.4T | 24 rollouts/s | 91.7s elapsed   
  2.19K rollouts | best: -2.41T | avg: -21.5T | 24 rollouts/s | 92.5s elapsed   
  2.21K rollouts | best: -2.41T | avg: -21.6T | 24 rollouts/s | 93.4s elapsed   
  2.23K rollouts | best: -2.41T | avg: -21.8T | 24 rollouts/s | 94.2s elapsed   
  2.25K rollouts | best: -2.41T | avg: -21.9T | 24 rollouts/s | 95.0s elapsed   
  2.27K rollouts | best: -2.41T | avg: -22.0T | 24 rollouts/s | 95.9s elapsed   
  2.29K rollouts | best: -2.41T | avg: -22.2T | 24 rollouts/s | 96.7s elapsed   
  2.31K rollouts | best: -2.41T | avg: -22.3T | 24 rollouts/s | 97.5s elapsed   
  2.33K rollouts | best: -2.41T | avg: -22.4T | 24 rollouts/s | 98.3s elapsed   
  2.35K rollouts | best: -2.41T | avg: -22.5T | 24 rollouts/s | 99.2s elapsed   
  2.37K rollouts | best: -2.41T | avg: -22.6T | 24 rollouts/s | 100.0s elapsed   
  2.39K rollouts | best: -2.41T | avg: -22.8T | 24 rollouts/s | 100.8s elapsed   
  2.41K rollouts | best: -2.41T | avg: -22.9T | 24 rollouts/s | 101.7s elapsed   
  2.43K rollouts | best: -2.41T | avg: -23.0T | 24 rollouts/s | 102.5s elapsed   
  2.45K rollouts | best: -2.41T | avg: -23.1T | 24 rollouts/s | 103.3s elapsed   
  2.47K rollouts | best: -2.41T | avg: -23.2T | 24 rollouts/s | 104.2s elapsed   
  2.49K rollouts | best: -2.41T | avg: -23.3T | 24 rollouts/s | 105.0s elapsed   
  2.51K rollouts | best: -2.41T | avg: -23.4T | 24 rollouts/s | 105.8s elapsed   
  2.53K rollouts | best: -2.41T | avg: -23.6T | 24 rollouts/s | 106.6s elapsed   
  2.55K rollouts | best: -2.41T | avg: -23.7T | 24 rollouts/s | 107.5s elapsed   
  2.57K rollouts | best: -2.41T | avg: -23.8T | 24 rollouts/s | 108.3s elapsed   
  2.59K rollouts | best: -2.41T | avg: -23.9T | 24 rollouts/s | 109.1s elapsed   
  2.61K rollouts | best: -2.41T | avg: -24.0T | 24 rollouts/s | 110.0s elapsed   
  2.63K rollouts | best: -2.41T | avg: -24.1T | 24 rollouts/s | 110.8s elapsed   
  2.65K rollouts | best: -2.41T | avg: -24.3T | 24 rollouts/s | 111.6s elapsed   
  2.67K rollouts | best: -2.41T | avg: -24.4T | 24 rollouts/s | 112.5s elapsed   
  2.69K rollouts | best: -2.41T | avg: -24.5T | 24 rollouts/s | 113.3s elapsed   
  2.71K rollouts | best: -2.41T | avg: -24.6T | 24 rollouts/s | 114.1s elapsed   
  2.73K rollouts | best: -2.41T | avg: -24.7T | 24 rollouts/s | 114.9s elapsed   
  2.75K rollouts | best: -2.41T | avg: -24.8T | 24 rollouts/s | 115.8s elapsed   
  2.77K rollouts | best: -2.41T | avg: -24.9T | 24 rollouts/s | 116.6s elapsed   
  2.79K rollouts | best: -2.41T | avg: -25.0T | 24 rollouts/s | 117.4s elapsed   
  2.81K rollouts | best: -2.41T | avg: -25.0T | 24 rollouts/s | 118.2s elapsed   
  2.83K rollouts | best: -2.41T | avg: -25.1T | 24 rollouts/s | 119.1s elapsed   
  2.85K rollouts | best: -2.41T | avg: -25.2T | 24 rollouts/s | 119.9s elapsed   
  2.87K rollouts | best: -2.41T | avg: -25.3T | 24 rollouts/s | 120.7s elapsed   
  2.89K rollouts | best: -2.41T | avg: -25.4T | 24 rollouts/s | 121.6s elapsed   
  2.91K rollouts | best: -2.41T | avg: -25.5T | 24 rollouts/s | 122.4s elapsed   
  2.93K rollouts | best: -2.41T | avg: -25.6T | 24 rollouts/s | 123.2s elapsed   
  2.95K rollouts | best: -2.41T | avg: -25.7T | 24 rollouts/s | 124.1s elapsed   
  2.97K rollouts | best: -2.41T | avg: -25.8T | 24 rollouts/s | 124.9s elapsed   
  2.99K rollouts | best: -2.41T | avg: -25.9T | 24 rollouts/s | 125.7s elapsed   
  3.01K rollouts | best: -2.41T | avg: -26.0T | 24 rollouts/s | 126.6s elapsed   
  3.03K rollouts | best: -2.41T | avg: -26.1T | 24 rollouts/s | 127.4s elapsed   
  3.05K rollouts | best: -2.41T | avg: -26.2T | 24 rollouts/s | 128.2s elapsed   
  3.07K rollouts | best: -2.41T | avg: -26.3T | 24 rollouts/s | 129.0s elapsed   
  3.09K rollouts | best: -2.41T | avg: -26.4T | 24 rollouts/s | 129.9s elapsed   
  3.11K rollouts | best: -2.41T | avg: -26.5T | 24 rollouts/s | 130.7s elapsed   
  3.13K rollouts | best: -2.41T | avg: -26.6T | 24 rollouts/s | 131.5s elapsed   
  3.15K rollouts | best: -2.41T | avg: -26.7T | 24 rollouts/s | 132.4s elapsed   
  3.17K rollouts | best: -2.41T | avg: -26.9T | 24 rollouts/s | 133.2s elapsed   
  3.19K rollouts | best: -2.41T | avg: -27.0T | 24 rollouts/s | 134.1s elapsed   
  3.21K rollouts | best: -2.41T | avg: -27.1T | 24 rollouts/s | 134.9s elapsed   
  3.23K rollouts | best: -2.41T | avg: -27.2T | 24 rollouts/s | 135.7s elapsed   
  3.25K rollouts | best: -2.41T | avg: -27.3T | 24 rollouts/s | 136.6s elapsed   
  3.27K rollouts | best: -2.41T | avg: -27.4T | 24 rollouts/s | 137.4s elapsed   
  3.29K rollouts | best: -2.41T | avg: -27.5T | 24 rollouts/s | 138.2s elapsed   
  3.31K rollouts | best: -2.41T | avg: -27.6T | 24 rollouts/s | 139.1s elapsed   
  3.33K rollouts | best: -2.41T | avg: -27.7T | 24 rollouts/s | 139.9s elapsed   
  3.35K rollouts | best: -2.41T | avg: -27.9T | 24 rollouts/s | 140.7s elapsed   
  3.37K rollouts | best: -2.41T | avg: -28.0T | 24 rollouts/s | 141.6s elapsed   
  3.39K rollouts | best: -2.41T | avg: -28.1T | 24 rollouts/s | 142.4s elapsed   
  3.41K rollouts | best: -2.41T | avg: -28.2T | 24 rollouts/s | 143.2s elapsed   
  3.43K rollouts | best: -2.41T | avg: -28.3T | 24 rollouts/s | 144.1s elapsed   
  3.45K rollouts | best: -2.41T | avg: -28.5T | 24 rollouts/s | 144.9s elapsed   
