Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> Dual annealing: 30 positions, 2400s iters, qv=2.62, max_swaps=8, local=[SA { initial_temp: 0.001, final_temp: 1e-7, iterations: 1000 }, Greedy]

  iter 176 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 68.7s   
  iter 179 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 69.4s   
  iter 181 | restarts: 0 | current: -1.66T | best: -1.12T | 2.6/s | 70.0s   
  iter 182 | restarts: 0 | current: -1.31T | best: -1.12T | 2.6/s | 70.6s   
  iter 185 | restarts: 0 | current: -1.22T | best: -1.12T | 2.6/s | 71.4s   
  iter 188 | restarts: 0 | current: -1.25T | best: -1.12T | 2.6/s | 72.5s   
  iter 190 | restarts: 0 | current: -1.23T | best: -1.12T | 2.6/s | 73.9s   
  iter 191 | restarts: 0 | current: -1.19T | best: -1.12T | 2.6/s | 74.7s   
  iter 195 | restarts: 0 | current: -1.20T | best: -1.12T | 2.6/s | 75.3s   
  iter 198 | restarts: 0 | current: -1.21T | best: -1.12T | 2.6/s | 76.2s   
  iter 202 | restarts: 0 | current: -1.22T | best: -1.12T | 2.6/s | 77.9s   
  iter 205 | restarts: 0 | current: -1.23T | best: -1.12T | 2.6/s | 78.7s   
  iter 207 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 79.4s   
  iter 209 | restarts: 0 | current: -1.22T | best: -1.12T | 2.6/s | 80.1s   
  iter 213 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 81.3s   
  iter 214 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 82.4s   
  iter 215 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 83.5s   
  iter 216 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 84.4s   
  iter 220 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 85.2s   
  iter 223 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 86.5s   
  iter 225 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 87.2s   
  iter 227 | restarts: 0 | current: -1.31T | best: -1.12T | 2.6/s | 87.8s   
  iter 230 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 88.8s   
  iter 232 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 90.0s   
  iter 233 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 90.6s   
  iter 235 | restarts: 0 | current: -1.19T | best: -1.12T | 2.6/s | 91.9s   
  iter 238 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 92.9s   
  iter 241 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 93.7s   
  iter 245 | restarts: 0 | current: -1.35T | best: -1.12T | 2.6/s | 94.2s   
  iter 249 | restarts: 0 | current: -1.23T | best: -1.12T | 2.6/s | 95.4s   
  iter 255 | restarts: 0 | current: -1.22T | best: -1.12T | 2.6/s | 97.0s   
  iter 256 | restarts: 0 | current: -1.25T | best: -1.12T | 2.6/s | 98.0s   
  iter 259 | restarts: 0 | current: -1.19T | best: -1.12T | 2.6/s | 99.6s   
  iter 263 | restarts: 0 | current: -1.23T | best: -1.12T | 2.6/s | 100.4s   
  iter 266 | restarts: 0 | current: -1.21T | best: -1.12T | 2.6/s | 101.3s   
  iter 270 | restarts: 0 | current: -2.15T | best: -1.12T | 2.7/s | 101.8s   
  iter 272 | restarts: 0 | current: -1.20T | best: -1.12T | 2.7/s | 102.5s   
  iter 274 | restarts: 0 | current: -1.22T | best: -1.12T | 2.7/s | 103.1s   
  iter 276 | restarts: 0 | current: -1.29T | best: -1.12T | 2.6/s | 104.2s   
  iter 278 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 105.2s   
  iter 279 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 105.8s   
  iter 281 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 106.3s   
  iter 283 | restarts: 0 | current: -1.29T | best: -1.12T | 2.6/s | 107.3s   
  iter 285 | restarts: 0 | current: -1.25T | best: -1.12T | 2.6/s | 108.0s   
  iter 286 | restarts: 0 | current: -1.21T | best: -1.12T | 2.6/s | 108.8s   
  iter 291 | restarts: 0 | current: -1.23T | best: -1.12T | 2.6/s | 110.4s   
  iter 294 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 112.1s   
  iter 296 | restarts: 0 | current: -1.22T | best: -1.12T | 2.6/s | 113.3s   
  iter 298 | restarts: 0 | current: -1.22T | best: -1.12T | 2.6/s | 114.8s   
  iter 304 | restarts: 0 | current: -1.56T | best: -1.12T | 2.6/s | 115.4s   
  iter 309 | restarts: 0 | current: -1.17T | best: -1.12T | 2.6/s | 117.5s   
  iter 310 | restarts: 0 | current: -1.34T | best: -1.12T | 2.6/s | 118.6s   
  iter 311 | restarts: 0 | current: -1.29T | best: -1.12T | 2.6/s | 119.4s   
  iter 314 | restarts: 0 | current: -1.46T | best: -1.12T | 2.6/s | 119.9s   
  iter 316 | restarts: 0 | current: -1.35T | best: -1.12T | 2.6/s | 120.6s   
  iter 322 | restarts: 0 | current: -1.56T | best: -1.12T | 2.7/s | 121.3s   
  iter 324 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 122.7s   
  iter 326 | restarts: 0 | current: -1.27T | best: -1.12T | 2.6/s | 123.3s   
  iter 328 | restarts: 0 | current: -1.28T | best: -1.12T | 2.6/s | 124.0s   
  iter 330 | restarts: 0 | current: -1.28T | best: -1.12T | 2.6/s | 124.8s   
  iter 332 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 125.8s   
  iter 337 | restarts: 0 | current: -1.25T | best: -1.12T | 2.7/s | 126.8s   
  iter 339 | restarts: 0 | current: -1.31T | best: -1.12T | 2.7/s | 127.7s   
  iter 341 | restarts: 0 | current: -1.31T | best: -1.12T | 2.7/s | 128.5s   
  iter 343 | restarts: 0 | current: -1.46T | best: -1.12T | 2.7/s | 129.3s   
  iter 347 | restarts: 0 | current: -1.55T | best: -1.12T | 2.7/s | 129.9s   
  iter 348 | restarts: 0 | current: -1.32T | best: -1.12T | 2.6/s | 131.4s   
  iter 349 | restarts: 0 | current: -1.32T | best: -1.12T | 2.6/s | 132.0s   
  iter 353 | restarts: 0 | current: -1.28T | best: -1.12T | 2.7/s | 132.6s   
  iter 357 | restarts: 0 | current: -1.25T | best: -1.12T | 2.7/s | 133.2s   
  iter 359 | restarts: 0 | current: -1.25T | best: -1.12T | 2.7/s | 133.7s   
  iter 363 | restarts: 0 | current: -1.50T | best: -1.12T | 2.7/s | 135.3s   
  iter 364 | restarts: 0 | current: -1.50T | best: -1.12T | 2.7/s | 135.8s   
  iter 367 | restarts: 0 | current: -1.49T | best: -1.12T | 2.7/s | 136.8s   
  iter 369 | restarts: 0 | current: -1.52T | best: -1.12T | 2.7/s | 137.8s   
  iter 371 | restarts: 0 | current: -1.49T | best: -1.12T | 2.7/s | 139.2s   
  iter 372 | restarts: 0 | current: -1.31T | best: -1.12T | 2.7/s | 139.8s   
  iter 373 | restarts: 0 | current: -1.29T | best: -1.12T | 2.6/s | 141.0s   
  iter 374 | restarts: 0 | current: -1.29T | best: -1.12T | 2.6/s | 141.9s   
  iter 377 | restarts: 0 | current: -1.26T | best: -1.12T | 2.6/s | 143.0s   
  iter 382 | restarts: 0 | current: -1.31T | best: -1.12T | 2.6/s | 145.3s   
  iter 387 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 147.1s   
  iter 388 | restarts: 0 | current: -1.20T | best: -1.12T | 2.6/s | 147.7s   
  iter 390 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 148.2s   
  iter 393 | restarts: 0 | current: -1.24T | best: -1.12T | 2.6/s | 148.8s   
  iter 398 | restarts: 0 | current: -1.33T | best: -1.12T | 2.7/s | 149.5s   
  iter 404 | restarts: 0 | current: -1.25T | best: -1.12T | 2.7/s | 150.9s   
  iter 410 | restarts: 0 | current: -1.30T | best: -1.12T | 2.7/s | 151.8s   
  iter 412 | restarts: 0 | current: -1.30T | best: -1.12T | 2.7/s | 152.6s   
  iter 414 | restarts: 0 | current: -1.30T | best: -1.12T | 2.7/s | 153.6s   
  iter 416 | restarts: 0 | current: -1.30T | best: -1.12T | 2.7/s | 154.2s   
  iter 417 | restarts: 0 | current: -1.31T | best: -1.12T | 2.7/s | 155.3s   
  iter 419 | restarts: 0 | current: -1.39T | best: -1.12T | 2.7/s | 156.0s   
  iter 421 | restarts: 0 | current: -1.38T | best: -1.12T | 2.7/s | 156.6s   
  iter 424 | restarts: 0 | current: -1.36T | best: -1.12T | 2.7/s | 157.3s   
  iter 425 | restarts: 0 | current: -1.35T | best: -1.12T | 2.7/s | 158.1s   
  iter 429 | restarts: 0 | current: -1.37T | best: -1.12T | 2.7/s | 158.8s   
  iter 430 | restarts: 0 | current: -1.26T | best: -1.12T | 2.7/s | 159.5s   
  iter 432 | restarts: 0 | current: -1.19T | best: -1.12T | 2.7/s | 160.3s   
  iter 436 | restarts: 0 | current: -1.16T | best: -1.12T | 2.7/s | 162.2s   
  iter 438 | restarts: 0 | current: -1.28T | best: -1.12T | 2.7/s | 162.9s   
  iter 441 | restarts: 0 | current: -1.09T | best: -1.09T | 2.7/s | 164.6s   
  iter 443 | restarts: 0 | current: -1.24T | best: -1.09T | 2.7/s | 165.6s   
  iter 444 | restarts: 0 | current: -1.18T | best: -1.09T | 2.7/s | 166.1s   
  iter 445 | restarts: 0 | current: -1.18T | best: -1.09T | 2.7/s | 167.1s   
  iter 447 | restarts: 0 | current: -1.20T | best: -1.09T | 2.7/s | 167.7s   
  iter 453 | restarts: 0 | current: -1.29T | best: -1.09T | 2.7/s | 168.5s   
  iter 456 | restarts: 0 | current: -1.37T | best: -1.09T | 2.7/s | 169.0s   
  iter 463 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 169.8s   
  iter 467 | restarts: 0 | current: -1.28T | best: -1.09T | 2.7/s | 171.1s   
  iter 473 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 172.3s   
  iter 477 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 173.8s   
  iter 478 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 174.4s   
  iter 480 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 175.0s   
  iter 481 | restarts: 0 | current: -1.35T | best: -1.09T | 2.7/s | 175.5s   
  iter 482 | restarts: 0 | current: -1.35T | best: -1.09T | 2.7/s | 176.1s   
  iter 487 | restarts: 0 | current: -1.30T | best: -1.09T | 2.8/s | 176.8s   
  iter 488 | restarts: 0 | current: -1.24T | best: -1.09T | 2.8/s | 177.4s   
  iter 491 | restarts: 0 | current: -1.25T | best: -1.09T | 2.8/s | 178.4s   
  iter 492 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 179.3s   
  iter 493 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 179.9s   
  iter 495 | restarts: 0 | current: -1.53T | best: -1.09T | 2.7/s | 181.1s   
  iter 498 | restarts: 0 | current: -1.52T | best: -1.09T | 2.7/s | 181.6s   
  iter 500 | restarts: 0 | current: -1.33T | best: -1.09T | 2.7/s | 183.0s   
  iter 502 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 183.8s   
  iter 506 | restarts: 0 | current: -1.30T | best: -1.09T | 2.7/s | 184.4s   
  iter 509 | restarts: 0 | current: -1.20T | best: -1.09T | 2.7/s | 185.7s   
  iter 511 | restarts: 0 | current: -1.22T | best: -1.09T | 2.7/s | 186.7s   
  iter 513 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 187.8s   
  iter 515 | restarts: 0 | current: -1.24T | best: -1.09T | 2.7/s | 189.2s   
  iter 518 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 189.7s   
  iter 519 | restarts: 0 | current: -1.24T | best: -1.09T | 2.7/s | 190.3s   
  iter 521 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 191.2s   
  iter 527 | restarts: 0 | current: -1.24T | best: -1.09T | 2.7/s | 193.0s   
  iter 529 | restarts: 0 | current: -1.69T | best: -1.09T | 2.7/s | 193.5s   
  iter 531 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 194.4s   
  iter 533 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 195.0s   
  iter 535 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 196.1s   
  iter 536 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 196.7s   
  iter 538 | restarts: 0 | current: -1.39T | best: -1.09T | 2.7/s | 198.5s   
  iter 539 | restarts: 0 | current: -1.39T | best: -1.09T | 2.7/s | 199.3s   
  iter 541 | restarts: 0 | current: -1.43T | best: -1.09T | 2.7/s | 200.3s   
  iter 544 | restarts: 0 | current: -1.46T | best: -1.09T | 2.7/s | 200.9s   
  iter 547 | restarts: 0 | current: -1.41T | best: -1.09T | 2.7/s | 201.6s   
  iter 551 | restarts: 0 | current: -2.00T | best: -1.09T | 2.7/s | 202.1s   
  iter 552 | restarts: 0 | current: -1.43T | best: -1.09T | 2.7/s | 203.1s   
  iter 554 | restarts: 0 | current: -1.43T | best: -1.09T | 2.7/s | 204.1s   
  iter 557 | restarts: 0 | current: -1.32T | best: -1.09T | 2.7/s | 205.4s   
  iter 559 | restarts: 0 | current: -1.37T | best: -1.09T | 2.7/s | 205.9s   
  iter 563 | restarts: 0 | current: -1.36T | best: -1.09T | 2.7/s | 206.5s   
  iter 565 | restarts: 0 | current: -1.38T | best: -1.09T | 2.7/s | 207.3s   
  iter 569 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 209.3s   
  iter 570 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 210.0s   
  iter 573 | restarts: 0 | current: -1.26T | best: -1.09T | 2.7/s | 211.1s   
  iter 577 | restarts: 0 | current: -1.53T | best: -1.09T | 2.7/s | 211.7s   
  iter 578 | restarts: 0 | current: -1.25T | best: -1.09T | 2.7/s | 212.2s   
  iter 579 | restarts: 0 | current: -1.28T | best: -1.09T | 2.7/s | 212.8s   
  iter 581 | restarts: 0 | current: -1.36T | best: -1.09T | 2.7/s | 214.0s   
  iter 584 | restarts: 0 | current: -1.34T | best: -1.09T | 2.7/s | 214.6s   
  iter 586 | restarts: 0 | current: -1.36T | best: -1.09T | 2.7/s | 215.2s   
  iter 592 | restarts: 0 | current: -1.34T | best: -1.09T | 2.7/s | 215.8s   
  iter 594 | restarts: 0 | current: -1.20T | best: -1.09T | 2.7/s | 217.0s   
  iter 596 | restarts: 0 | current: -1.27T | best: -1.09T | 2.7/s | 218.0s   
  iter 599 | restarts: 0 | current: -1.21T | best: -1.09T | 2.7/s | 218.9s   
  iter 600 | restarts: 0 | current: -1.20T | best: -1.09T | 2.7/s | 220.1s   
  iter 602 | restarts: 0 | current: -1.22T | best: -1.09T | 2.7/s | 221.7s   
  iter 604 | restarts: 0 | current: -1.17T | best: -1.09T | 2.7/s | 223.0s   
  iter 605 | restarts: 0 | current: -1.21T | best: -1.09T | 2.7/s | 223.6s   
  iter 607 | restarts: 0 | current: -1.21T | best: -1.09T | 2.7/s | 224.6s   
  iter 611 | restarts: 0 | current: -1.41T | best: -1.09T | 2.7/s | 225.2s   
  iter 614 | restarts: 0 | current: -1.35T | best: -1.09T | 2.7/s | 225.7s   
  iter 616 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 226.4s   
  iter 618 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 227.0s   
  iter 621 | restarts: 0 | current: -1.22T | best: -1.09T | 2.7/s | 227.7s   
  iter 624 | restarts: 0 | current: -1.23T | best: -1.09T | 2.7/s | 228.4s   
  iter 627 | restarts: 0 | current: -1.37T | best: -1.09T | 2.7/s | 229.7s   
  iter 630 | restarts: 0 | current: -1.36T | best: -1.09T | 2.7/s | 230.7s   
  iter 633 | restarts: 0 | current: -1.37T | best: -1.09T | 2.7/s | 231.6s   
  iter 635 | restarts: 0 | current: -1.35T | best: -1.09T | 2.7/s | 233.1s   
  iter 636 | restarts: 0 | current: -1.35T | best: -1.09T | 2.7/s | 233.7s   
  iter 637 | restarts: 0 | current: -1.30T | best: -1.09T | 2.7/s | 234.9s   
  iter 638 | restarts: 0 | current: -1.30T | best: -1.09T | 2.7/s | 235.7s   
