Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> Dual annealing: 30 positions, 2400s iters, qv=2.62, max_swaps=8, local=[SA { initial_temp: 0.001, final_temp: 1e-7, iterations: 1000 }, Greedy]

  iter 1 | restarts: 0 | current: -1.80T | best: -1.77T | 1.4/s | 0.7s   
  iter 5 | restarts: 0 | current: -1.25T | best: -1.25T | 2.0/s | 2.5s   
  iter 8 | restarts: 0 | current: -1.23T | best: -1.23T | 2.4/s | 3.4s   
  iter 13 | restarts: 0 | current: -1.24T | best: -1.23T | 2.9/s | 4.5s   
  iter 18 | restarts: 0 | current: -1.46T | best: -1.23T | 3.4/s | 5.3s   
  iter 19 | restarts: 0 | current: -1.46T | best: -1.23T | 2.8/s | 6.7s   
  iter 21 | restarts: 0 | current: -1.49T | best: -1.23T | 2.9/s | 7.3s   
  iter 23 | restarts: 0 | current: -1.27T | best: -1.23T | 2.7/s | 8.4s   
  iter 25 | restarts: 0 | current: -1.28T | best: -1.23T | 2.8/s | 9.0s   
  iter 28 | restarts: 0 | current: -1.28T | best: -1.23T | 2.7/s | 10.2s   
  iter 29 | restarts: 0 | current: -1.21T | best: -1.21T | 2.6/s | 11.2s   
  iter 33 | restarts: 0 | current: -1.23T | best: -1.21T | 2.6/s | 12.9s   
  iter 35 | restarts: 0 | current: -1.20T | best: -1.20T | 2.5/s | 14.2s   
  iter 38 | restarts: 0 | current: -1.20T | best: -1.20T | 2.5/s | 15.0s   
  iter 39 | restarts: 0 | current: -1.20T | best: -1.20T | 2.4/s | 16.1s   
  iter 42 | restarts: 0 | current: -1.18T | best: -1.18T | 2.5/s | 17.1s   
  iter 43 | restarts: 0 | current: -1.19T | best: -1.18T | 2.4/s | 17.8s   
  iter 46 | restarts: 0 | current: -1.18T | best: -1.18T | 2.4/s | 18.9s   
  iter 49 | restarts: 0 | current: -1.20T | best: -1.18T | 2.5/s | 19.6s   
  iter 53 | restarts: 0 | current: -1.18T | best: -1.18T | 2.6/s | 20.2s   
  iter 56 | restarts: 0 | current: -1.21T | best: -1.18T | 2.7/s | 21.0s   
  iter 59 | restarts: 0 | current: -1.25T | best: -1.18T | 2.7/s | 21.7s   
