Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  10 rollouts | best: -2.67T | avg: -3.62T | 9 rollouts/s | 1.1s elapsed   
  30 rollouts | best: -2.67T | avg: -4.39T | 16 rollouts/s | 1.9s elapsed   
  50 rollouts | best: -2.67T | avg: -4.72T | 19 rollouts/s | 2.7s elapsed   
  70 rollouts | best: -2.67T | avg: -5.06T | 20 rollouts/s | 3.5s elapsed   
  90 rollouts | best: -2.67T | avg: -5.28T | 21 rollouts/s | 4.3s elapsed   
  110 rollouts | best: -2.67T | avg: -5.59T | 22 rollouts/s | 5.1s elapsed   
  130 rollouts | best: -2.67T | avg: -5.67T | 22 rollouts/s | 5.9s elapsed   
  150 rollouts | best: -2.67T | avg: -5.79T | 22 rollouts/s | 6.7s elapsed   
  170 rollouts | best: -2.67T | avg: -5.96T | 23 rollouts/s | 7.4s elapsed   
  190 rollouts | best: -2.67T | avg: -6.14T | 23 rollouts/s | 8.2s elapsed   
  210 rollouts | best: -2.67T | avg: -6.34T | 23 rollouts/s | 9.0s elapsed   
  230 rollouts | best: -2.67T | avg: -6.45T | 23 rollouts/s | 9.8s elapsed   
  250 rollouts | best: -2.67T | avg: -6.61T | 24 rollouts/s | 10.6s elapsed   
  270 rollouts | best: -2.67T | avg: -6.70T | 24 rollouts/s | 11.4s elapsed   
  290 rollouts | best: -2.67T | avg: -6.77T | 24 rollouts/s | 12.2s elapsed   
  310 rollouts | best: -2.67T | avg: -6.77T | 24 rollouts/s | 13.0s elapsed   
  330 rollouts | best: -2.67T | avg: -6.87T | 24 rollouts/s | 13.7s elapsed   
  350 rollouts | best: -2.67T | avg: -6.93T | 24 rollouts/s | 14.5s elapsed   
  370 rollouts | best: -2.67T | avg: -6.99T | 24 rollouts/s | 15.3s elapsed   
  390 rollouts | best: -2.67T | avg: -7.02T | 24 rollouts/s | 16.1s elapsed   
  410 rollouts | best: -2.67T | avg: -7.04T | 24 rollouts/s | 16.9s elapsed   
