Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  10 rollouts | best: -2.82T | avg: -3.73T | 10 rollouts/s | 1.0s elapsed   
  30 rollouts | best: -2.82T | avg: -4.07T | 17 rollouts/s | 1.8s elapsed   
  50 rollouts | best: -2.48T | avg: -4.19T | 20 rollouts/s | 2.5s elapsed   
  70 rollouts | best: -2.48T | avg: -4.14T | 21 rollouts/s | 3.3s elapsed   
  90 rollouts | best: -2.48T | avg: -4.24T | 22 rollouts/s | 4.1s elapsed   
  110 rollouts | best: -2.48T | avg: -4.38T | 23 rollouts/s | 4.9s elapsed   
  130 rollouts | best: -2.48T | avg: -4.49T | 23 rollouts/s | 5.7s elapsed   
  150 rollouts | best: -2.48T | avg: -4.68T | 23 rollouts/s | 6.4s elapsed   
  170 rollouts | best: -2.48T | avg: -4.93T | 23 rollouts/s | 7.2s elapsed   
  190 rollouts | best: -2.48T | avg: -5.15T | 24 rollouts/s | 8.1s elapsed   
  210 rollouts | best: -2.48T | avg: -5.33T | 24 rollouts/s | 8.8s elapsed   
  230 rollouts | best: -2.48T | avg: -5.46T | 24 rollouts/s | 9.6s elapsed   
  250 rollouts | best: -2.48T | avg: -5.62T | 24 rollouts/s | 10.4s elapsed   
  270 rollouts | best: -2.48T | avg: -5.74T | 24 rollouts/s | 11.1s elapsed   
  290 rollouts | best: -2.48T | avg: -5.88T | 24 rollouts/s | 11.9s elapsed   
  310 rollouts | best: -2.48T | avg: -6.05T | 24 rollouts/s | 12.7s elapsed   
  330 rollouts | best: -2.48T | avg: -6.22T | 24 rollouts/s | 13.5s elapsed   
  350 rollouts | best: -2.48T | avg: -6.39T | 25 rollouts/s | 14.2s elapsed   
  370 rollouts | best: -2.48T | avg: -6.50T | 25 rollouts/s | 15.0s elapsed   
  390 rollouts | best: -2.48T | avg: -6.62T | 25 rollouts/s | 15.8s elapsed   
  410 rollouts | best: -2.48T | avg: -6.75T | 25 rollouts/s | 16.6s elapsed   
  430 rollouts | best: -2.48T | avg: -6.85T | 25 rollouts/s | 17.3s elapsed   
  450 rollouts | best: -2.48T | avg: -6.94T | 25 rollouts/s | 18.2s elapsed   
  470 rollouts | best: -2.48T | avg: -7.09T | 25 rollouts/s | 18.9s elapsed   
  490 rollouts | best: -2.48T | avg: -7.22T | 25 rollouts/s | 19.7s elapsed   
  510 rollouts | best: -2.48T | avg: -7.38T | 25 rollouts/s | 20.5s elapsed   
  530 rollouts | best: -2.48T | avg: -7.53T | 25 rollouts/s | 21.3s elapsed   
  550 rollouts | best: -2.48T | avg: -7.67T | 25 rollouts/s | 22.1s elapsed   
  570 rollouts | best: -2.48T | avg: -7.81T | 25 rollouts/s | 22.8s elapsed   
  590 rollouts | best: -2.48T | avg: -7.96T | 25 rollouts/s | 23.6s elapsed   
  610 rollouts | best: -2.48T | avg: -8.12T | 25 rollouts/s | 24.4s elapsed   
  630 rollouts | best: -2.48T | avg: -8.29T | 25 rollouts/s | 25.2s elapsed   
  650 rollouts | best: -2.48T | avg: -8.46T | 25 rollouts/s | 26.0s elapsed   
  670 rollouts | best: -2.48T | avg: -8.61T | 25 rollouts/s | 26.8s elapsed   
  690 rollouts | best: -2.48T | avg: -8.76T | 25 rollouts/s | 27.6s elapsed   
  710 rollouts | best: -2.48T | avg: -8.90T | 25 rollouts/s | 28.3s elapsed   
  730 rollouts | best: -2.48T | avg: -9.02T | 25 rollouts/s | 29.1s elapsed   
  750 rollouts | best: -2.48T | avg: -9.16T | 25 rollouts/s | 29.9s elapsed   
  770 rollouts | best: -2.48T | avg: -9.29T | 25 rollouts/s | 30.7s elapsed   
  790 rollouts | best: -2.48T | avg: -9.43T | 25 rollouts/s | 31.5s elapsed   
  810 rollouts | best: -2.48T | avg: -9.56T | 25 rollouts/s | 32.3s elapsed   
  830 rollouts | best: -2.48T | avg: -9.65T | 25 rollouts/s | 33.1s elapsed   
  850 rollouts | best: -2.48T | avg: -9.78T | 25 rollouts/s | 33.9s elapsed   
  870 rollouts | best: -2.48T | avg: -9.92T | 25 rollouts/s | 34.7s elapsed   
  890 rollouts | best: -2.48T | avg: -10.1T | 25 rollouts/s | 35.5s elapsed   
  910 rollouts | best: -2.48T | avg: -10.2T | 25 rollouts/s | 36.3s elapsed   
  930 rollouts | best: -2.48T | avg: -10.3T | 25 rollouts/s | 37.1s elapsed   
  950 rollouts | best: -2.48T | avg: -10.5T | 25 rollouts/s | 37.9s elapsed   
  970 rollouts | best: -2.48T | avg: -10.6T | 25 rollouts/s | 38.6s elapsed   
  990 rollouts | best: -2.48T | avg: -10.7T | 25 rollouts/s | 39.5s elapsed   
  1.01K rollouts | best: -2.48T | avg: -10.9T | 25 rollouts/s | 40.3s elapsed   
  1.03K rollouts | best: -2.48T | avg: -11.0T | 25 rollouts/s | 41.1s elapsed   
  1.05K rollouts | best: -2.48T | avg: -11.2T | 25 rollouts/s | 41.9s elapsed   
  1.07K rollouts | best: -2.48T | avg: -11.3T | 25 rollouts/s | 42.7s elapsed   
  1.09K rollouts | best: -2.48T | avg: -11.4T | 25 rollouts/s | 43.4s elapsed   
  1.11K rollouts | best: -2.48T | avg: -11.5T | 25 rollouts/s | 44.2s elapsed   
  1.13K rollouts | best: -2.48T | avg: -11.7T | 25 rollouts/s | 45.0s elapsed   
  1.15K rollouts | best: -2.48T | avg: -11.8T | 25 rollouts/s | 45.8s elapsed   
  1.17K rollouts | best: -2.48T | avg: -11.9T | 25 rollouts/s | 46.6s elapsed   
  1.19K rollouts | best: -2.48T | avg: -12.0T | 25 rollouts/s | 47.4s elapsed   
  1.21K rollouts | best: -2.48T | avg: -12.2T | 25 rollouts/s | 48.2s elapsed   
  1.23K rollouts | best: -2.48T | avg: -12.3T | 25 rollouts/s | 49.0s elapsed   
  1.25K rollouts | best: -2.48T | avg: -12.4T | 25 rollouts/s | 49.8s elapsed   
  1.27K rollouts | best: -2.48T | avg: -12.5T | 25 rollouts/s | 50.6s elapsed   
  1.29K rollouts | best: -2.48T | avg: -12.6T | 25 rollouts/s | 51.4s elapsed   
  1.31K rollouts | best: -2.48T | avg: -12.7T | 25 rollouts/s | 52.2s elapsed   
