method,rep,elapsed_secs,best_score
mcts,3,2250,-2670000000000
mcts,3,2280,-2670000000000
mcts,3,2310,-2670000000000
mcts,3,2340,-2670000000000
mcts,3,2370,-2670000000000
mcts,3,2400,-2670000000000
bh,3,30,-1210000000000
bh,3,60,-1110000000000
bh,3,90,-1110000000000
bh,3,120,-1110000000000
bh,3,150,-1110000000000
bh,3,180,-1100000000000
bh,3,210,-1070000000000
bh,3,240,-1070000000000
bh,3,270,-1070000000000
bh,3,300,-1070000000000
bh,3,330,-1070000000000
bh,3,360,-1070000000000
bh,3,390,-1070000000000
bh,3,420,-1070000000000
bh,3,450,-1070000000000
bh,3,480,-1070000000000
bh,3,510,-1070000000000
bh,3,540,-1070000000000
bh,3,570,-1070000000000
bh,3,600,-1060000000000
bh,3,630,-1060000000000
bh,3,660,-1060000000000
bh,3,690,-1060000000000
bh,3,720,-1060000000000
bh,3,750,-1060000000000
bh,3,780,-1060000000000
bh,3,810,-1060000000000
bh,3,840,-1060000000000
bh,3,870,-1060000000000
bh,3,900,-1060000000000
bh,3,930,-1060000000000
bh,3,960,-1060000000000
bh,3,990,-1060000000000
bh,3,1020,-1060000000000
bh,3,1050,-1060000000000
bh,3,1080,-1060000000000
bh,3,1110,-1060000000000
bh,3,1140,-1060000000000
bh,3,1170,-1060000000000
bh,3,1200,-1060000000000
bh,3,1230,-1060000000000
bh,3,1260,-1060000000000
bh,3,1290,-1060000000000
bh,3,1320,-1060000000000
bh,3,1350,-1060000000000
bh,3,1380,-1060000000000
bh,3,1410,-1060000000000
bh,3,1440,-1060000000000
bh,3,1470,-1060000000000
bh,3,1500,-1060000000000
bh,3,1530,-1060000000000
bh,3,1560,-1060000000000
bh,3,1590,-1060000000000
bh,3,1620,-1060000000000
bh,3,1650,-1060000000000
bh,3,1680,-1060000000000
bh,3,1710,-1060000000000
bh,3,1740,-1060000000000
bh,3,1770,-1060000000000
bh,3,1800,-1060000000000
bh,3,1830,-1060000000000
bh,3,1860,-1060000000000
bh,3,1890,-1060000000000
bh,3,1920,-1060000000000
bh,3,1950,-1060000000000
bh,3,1980,-1060000000000
bh,3,2010,-1060000000000
bh,3,2040,-1060000000000
bh,3,2070,-1060000000000
bh,3,2100,-1060000000000
bh,3,2130,-1060000000000
bh,3,2160,-1060000000000
bh,3,2190,-1060000000000
bh,3,2220,-1060000000000
bh,3,2250,-1060000000000
bh,3,2280,-1060000000000
bh,3,2310,-1060000000000
bh,3,2340,-1060000000000
bh,3,2370,-1060000000000
bh,3,2400,-1060000000000
